OrderID,OrderDate,CustomerID,ProductID,Quantity,Discount
ORD-00119,2025-03-25,CUST-096,PROD-012,4,0.2
ORD-00120,2025-03-25,CUST-099,PROD-012,1,0.0
ORD-00121,2025-03-26,CUST-039,PROD-014,4,0.0
ORD-00122,2025-03-27,CUST-046,PROD-004,1,0.0
ORD-00123,2025-03-31,CUST-029,PROD-012,3,0.0
ORD-00124,2025-03-31,CUST-062,PROD-008,1,0.0
ORD-00125,2025-03-31,CUST-093,PROD-002,4,0.0
ORD-00126,2025-03-31,CUST-062,PROD-001,4,0.0
ORD-00127,2025-04-01,CUST-057,PROD-003,3,0.1
ORD-00128,2025-04-02,CUST-016,PROD-009,3,0.0
ORD-00129,2025-04-03,CUST-056,PROD-004,1,0.1
ORD-00130,2025-04-03,CUST-010,PROD-010,1,0.0
ORD-00131,2025-04-04,CUST-030,PROD-005,2,0.0
ORD-00132,2025-04-04,CUST-025,PROD-002,1,0.0
ORD-00133,2025-04-05,CUST-084,PROD-004,2,0.0
ORD-00134,2025-04-05,CUST-005,PROD-002,1,0.0
ORD-00135,2025-04-05,CUST-065,PROD-015,5,0.0
ORD-00136,2025-04-05,CUST-094,PROD-002,2,0.0
ORD-00137,2025-04-06,CUST-049,PROD-004,3,0.0
ORD-00138,2025-04-08,CUST-003,PROD-006,1,0.0
ORD-00139,2025-04-08,CUST-045,PROD-007,4,0.2
ORD-00140,2025-04-09,CUST-014,PROD-010,4,0.1
ORD-00141,2025-04-09,CUST-030,PROD-003,2,0.05
ORD-00142,2025-04-09,CUST-068,PROD-003,2,0.05
ORD-00143,2025-04-10,CUST-018,PROD-010,3,0.0
ORD-00144,2025-04-11,CUST-062,PROD-006,1,0.0
ORD-00145,2025-04-11,CUST-037,PROD-013,2,0.2
ORD-00146,2025-04-13,CUST-025,PROD-012,1,0.0
ORD-00147,2025-04-15,CUST-048,PROD-003,1,0.0
ORD-00148,2025-04-15,CUST-065,PROD-013,1,0.0
ORD-00149,2025-04-16,CUST-053,PROD-002,1,0.0
ORD-00150,2025-04-17,CUST-079,PROD-008,1,0.0
ORD-00151,2025-04-19,CUST-073,PROD-005,1,0.1
ORD-00152,2025-04-19,CUST-015,PROD-015,5,0.0
ORD-00153,2025-04-21,CUST-049,PROD-001,2,0.0
ORD-00154,2025-04-21,CUST-088,PROD-003,5,0.2
ORD-00155,2025-04-21,CUST-068,PROD-010,2,0.0
ORD-00156,2025-04-21,CUST-012,PROD-008,1,0.0
ORD-00157,2025-04-21,CUST-059,PROD-004,2,0.0
ORD-00158,2025-04-22,CUST-037,PROD-014,2,0.05
ORD-00159,2025-04-22,CUST-061,PROD-007,1,0.2
ORD-00160,2025-04-23,CUST-043,PROD-010,2,0.0
ORD-00161,2025-04-23,CUST-070,PROD-012,1,0.1
ORD-00162,2025-04-24,CUST-039,PROD-014,2,0.0
ORD-00163,2025-04-25,CUST-056,PROD-014,2,0.2
ORD-00164,2025-04-27,CUST-063,PROD-002,1,0.05
ORD-00165,2025-04-28,CUST-046,PROD-007,1,0.1
ORD-00166,2025-04-28,CUST-088,PROD-005,3,0.0
ORD-00167,2025-04-28,CUST-011,PROD-005,2,0.2
ORD-00168,2025-04-29,CUST-062,PROD-006,1,0.05
ORD-00169,2025-04-29,CUST-077,PROD-013,5,0.0
ORD-00170,2025-05-01,CUST-098,PROD-009,1,0.1
ORD-00171,2025-05-02,CUST-025,PROD-014,2,0.0
ORD-00172,2025-05-02,CUST-071,PROD-006,5,0.1
ORD-00173,2025-05-02,CUST-052,PROD-012,1,0.0
ORD-00174,2025-05-02,CUST-004,PROD-013,1,0.05
ORD-00175,2025-05-06,CUST-059,PROD-015,1,0.0
ORD-00176,2025-05-06,CUST-072,PROD-014,1,0.0
ORD-00177,2025-05-06,CUST-020,PROD-008,1,0.0
ORD-00178,2025-05-06,CUST-093,PROD-007,2,0.0
ORD-00179,2025-05-07,CUST-063,PROD-009,1,0.0
ORD-00180,2025-05-10,CUST-054,PROD-004,2,0.0
ORD-00181,2025-05-12,CUST-074,PROD-002,5,0.0
ORD-00182,2025-05-13,CUST-098,PROD-007,3,0.0
ORD-00183,2025-05-13,CUST-057,PROD-006,2,0.0
ORD-00184,2025-05-13,CUST-090,PROD-001,1,0.05
ORD-00185,2025-05-13,CUST-041,PROD-011,2,0.0
ORD-00186,2025-05-13,CUST-003,PROD-009,2,0.2
ORD-00187,2025-05-14,CUST-006,PROD-009,2,0.1
ORD-00188,2025-05-14,CUST-005,PROD-012,1,0.0
ORD-00189,2025-05-16,CUST-005,PROD-002,4,0.0
ORD-00190,2025-05-16,CUST-054,PROD-003,2,0.1
ORD-00191,2025-05-17,CUST-047,PROD-005,1,0.0
ORD-00192,2025-05-18,CUST-087,PROD-005,1,0.0
ORD-00193,2025-05-18,CUST-049,PROD-015,2,0.0
ORD-00194,2025-05-19,CUST-009,PROD-001,3,0.05
ORD-00195,2025-05-20,CUST-099,PROD-008,3,0.0
ORD-00196,2025-05-21,CUST-020,PROD-012,3,0.0
ORD-00197,2025-05-21,CUST-061,PROD-008,1,0.2
ORD-00198,2025-05-22,CUST-035,PROD-004,2,0.1
ORD-00199,2025-05-23,CUST-050,PROD-013,2,0.0
ORD-00200,2025-05-24,CUST-082,PROD-007,1,0.0
ORD-00201,2025-05-24,CUST-062,PROD-015,1,0.1
ORD-00202,2025-05-24,CUST-017,PROD-015,3,0.0
ORD-00203,2025-05-25,CUST-088,PROD-011,1,0.0
ORD-00204,2025-05-25,CUST-003,PROD-010,2,0.0
ORD-00205,2025-05-25,CUST-032,PROD-003,1,0.2
ORD-00206,2025-05-25,CUST-099,PROD-006,1,0.0
ORD-00207,2025-05-26,CUST-013,PROD-014,1,0.1
ORD-00208,2025-05-26,CUST-089,PROD-010,5,0.1
ORD-00209,2025-05-26,CUST-073,PROD-013,3,0.0
ORD-00210,2025-05-27,CUST-068,PROD-010,5,0.0
ORD-00211,2025-05-28,CUST-014,PROD-012,2,0.0
ORD-00212,2025-05-29,CUST-098,PROD-014,1,0.0
ORD-00213,2025-05-30,CUST-011,PROD-009,2,0.0
ORD-00214,2025-05-31,CUST-056,PROD-001,2,0.05
ORD-00215,2025-05-31,CUST-067,PROD-005,3,0.0
ORD-00216,2025-05-31,CUST-092,PROD-004,1,0.1
ORD-00217,2025-06-01,CUST-029,PROD-008,2,0.0
ORD-00218,2025-06-01,CUST-009,PROD-011,1,0.0
ORD-00219,2025-06-03,CUST-067,PROD-012,1,0.0
ORD-00220,2025-06-03,CUST-025,PROD-001,3,0.0
ORD-00221,2025-06-04,CUST-098,PROD-009,2,0.05
ORD-00222,2025-06-05,CUST-076,PROD-006,1,0.0
ORD-00223,2025-06-09,CUST-042,PROD-004,1,0.0
ORD-00224,2025-06-09,CUST-009,PROD-012,2,0.0
ORD-00225,2025-06-10,CUST-079,PROD-009,3,0.0
ORD-00226,2025-06-11,CUST-040,PROD-011,4,0.0
ORD-00227,2025-06-12,CUST-025,PROD-005,5,0.0
ORD-00228,2025-06-13,CUST-005,PROD-015,3,0.2
ORD-00229,2025-06-13,CUST-011,PROD-005,1,0.0
ORD-00230,2025-06-13,CUST-059,PROD-012,2,0.05
ORD-00231,2025-06-14,CUST-098,PROD-005,2,0.0
ORD-00232,2025-06-14,CUST-088,PROD-001,1,0.0
ORD-00233,2025-06-15,CUST-079,PROD-001,3,0.0
ORD-00234,2025-06-16,CUST-038,PROD-008,1,0.0
ORD-00235,2025-06-17,CUST-072,PROD-012,4,0.0
ORD-00236,2025-06-17,CUST-005,PROD-008,2,0.0
ORD-00237,2025-06-19,CUST-048,PROD-012,2,0.0
ORD-00238,2025-06-19,CUST-090,PROD-015,2,0.0
ORD-00239,2025-06-21,CUST-018,PROD-015,4,0.0
ORD-00240,2025-06-22,CUST-070,PROD-006,2,0.2
ORD-00241,2025-06-22,CUST-037,PROD-012,2,0.0
ORD-00242,2025-06-22,CUST-060,PROD-011,1,0.0
ORD-00243,2025-06-22,CUST-048,PROD-013,2,0.0
ORD-00244,2025-06-22,CUST-077,PROD-004,1,0.0
ORD-00245,2025-06-23,CUST-028,PROD-002,3,0.0
ORD-00246,2025-06-26,CUST-069,PROD-014,2,0.0
ORD-00247,2025-06-26,CUST-077,PROD-002,2,0.0
ORD-00248,2025-06-26,CUST-081,PROD-009,1,0.0
ORD-00249,2025-06-26,CUST-040,PROD-015,1,0.0
ORD-00250,2025-06-27,CUST-045,PROD-005,3,0.0
ORD-00251,2025-06-27,CUST-096,PROD-004,1,0.0
ORD-00252,2025-06-29,CUST-062,PROD-010,1,0.0
ORD-00253,2025-06-29,CUST-093,PROD-013,1,0.0
ORD-00254,2025-06-30,CUST-058,PROD-001,5,0.1
ORD-00255,2025-07-01,CUST-067,PROD-007,3,0.0
ORD-00256,2025-07-02,CUST-056,PROD-003,1,0.0
ORD-00257,2025-07-02,CUST-040,PROD-006,1,0.0
ORD-00258,2025-07-03,CUST-098,PROD-005,1,0.2
ORD-00259,2025-07-03,CUST-040,PROD-005,3,0.0
ORD-00260,2025-07-05,CUST-091,PROD-011,2,0.0
ORD-00261,2025-07-05,CUST-077,PROD-005,1,0.0
ORD-00262,2025-07-06,CUST-033,PROD-001,1,0.0
ORD-00263,2025-07-06,CUST-006,PROD-001,1,0.0
ORD-00264,2025-07-09,CUST-088,PROD-003,2,0.0
ORD-00265,2025-07-09,CUST-019,PROD-014,3,0.1
ORD-00266,2025-07-10,CUST-080,PROD-012,1,0.0
ORD-00267,2025-07-11,CUST-040,PROD-010,1,0.05
ORD-00268,2025-07-11,CUST-092,PROD-004,1,0.2
ORD-00269,2025-07-11,CUST-097,PROD-005,5,0.0
ORD-00270,2025-07-11,CUST-059,PROD-002,1,0.0
ORD-00271,2025-07-13,CUST-059,PROD-008,3,0.0
ORD-00272,2025-07-13,CUST-048,PROD-011,2,0.0
ORD-00273,2025-07-14,CUST-041,PROD-011,1,0.0
ORD-00274,2025-07-14,CUST-013,PROD-014,1,0.2
ORD-00275,2025-07-15,CUST-045,PROD-002,1,0.05
ORD-00276,2025-07-16,CUST-089,PROD-009,2,0.0
ORD-00277,2025-07-16,CUST-053,PROD-002,3,0.0
ORD-00278,2025-07-17,CUST-042,PROD-013,2,0.1
ORD-00279,2025-07-20,CUST-100,PROD-009,2,0.2
ORD-00280,2025-07-21,CUST-063,PROD-007,1,0.1
ORD-00281,2025-07-21,CUST-027,PROD-015,5,0.0
ORD-00282,2025-07-21,CUST-038,PROD-008,3,0.0
ORD-00283,2025-07-22,CUST-060,PROD-015,1,0.0
ORD-00284,2025-07-22,CUST-007,PROD-011,5,0.0
ORD-00285,2025-07-24,CUST-005,PROD-002,2,0.0
ORD-00286,2025-07-24,CUST-045,PROD-007,2,0.0
ORD-00287,2025-07-25,CUST-058,PROD-012,3,0.0
ORD-00288,2025-07-26,CUST-031,PROD-006,3,0.0
ORD-00289,2025-07-26,CUST-023,PROD-004,2,0.0
ORD-00290,2025-07-31,CUST-042,PROD-007,1,0.0
ORD-00291,2025-07-31,CUST-010,PROD-014,1,0.0
ORD-00292,2025-07-31,CUST-032,PROD-013,4,0.0
ORD-00293,2025-08-01,CUST-053,PROD-004,1,0.0
ORD-00294,2025-08-02,CUST-030,PROD-002,1,0.05
ORD-00295,2025-08-02,CUST-039,PROD-010,2,0.0
ORD-00296,2025-08-03,CUST-031,PROD-012,2,0.0
ORD-00297,2025-08-03,CUST-082,PROD-007,2,0.0
ORD-00298,2025-08-04,CUST-100,PROD-008,4,0.2
ORD-00299,2025-08-05,CUST-002,PROD-002,1,0.0
ORD-00300,2025-08-05,CUST-078,PROD-005,1,0.0
ORD-00301,2025-08-05,CUST-077,PROD-001,1,0.0
ORD-00302,2025-08-05,CUST-093,PROD-007,4,0.0
ORD-00303,2025-08-05,CUST-012,PROD-008,2,0.0
ORD-00304,2025-08-06,CUST-039,PROD-013,1,0.0
ORD-00305,2025-08-08,CUST-066,PROD-006,3,0.2
ORD-00306,2025-08-08,CUST-096,PROD-005,4,0.0
ORD-00307,2025-08-08,CUST-013,PROD-015,3,0.1
ORD-00308,2025-08-08,CUST-046,PROD-006,4,0.05
ORD-00309,2025-08-09,CUST-027,PROD-015,1,0.0
ORD-00310,2025-08-10,CUST-017,PROD-002,3,0.2
ORD-00311,2025-08-11,CUST-095,PROD-001,2,0.0
ORD-00312,2025-08-11,CUST-098,PROD-007,3,0.0
ORD-00313,2025-08-11,CUST-060,PROD-007,3,0.0
ORD-00314,2025-08-12,CUST-064,PROD-010,3,0.0
ORD-00315,2025-08-12,CUST-088,PROD-011,2,0.0
ORD-00316,2025-08-12,CUST-035,PROD-010,1,0.0
ORD-00317,2025-08-13,CUST-070,PROD-014,2,0.0
ORD-00318,2025-08-14,CUST-083,PROD-002,5,0.0
ORD-00319,2025-08-14,CUST-030,PROD-002,4,0.0
ORD-00320,2025-08-15,CUST-071,PROD-001,1,0.0
ORD-00321,2025-08-15,CUST-074,PROD-010,1,0.0
ORD-00322,2025-08-15,CUST-096,PROD-008,1,0.0
ORD-00323,2025-08-16,CUST-098,PROD-015,3,0.05
ORD-00324,2025-08-16,CUST-063,PROD-008,3,0.0
ORD-00325,2025-08-17,CUST-028,PROD-001,1,0.1
ORD-00326,2025-08-17,CUST-060,PROD-012,2,0.0
ORD-00327,2025-08-17,CUST-079,PROD-011,3,0.0
ORD-00328,2025-08-17,CUST-094,PROD-008,3,0.0
ORD-00329,2025-08-18,CUST-037,PROD-009,2,0.0
ORD-00330,2025-08-19,CUST-093,PROD-014,2,0.0
ORD-00331,2025-08-21,CUST-022,PROD-004,2,0.05
ORD-00332,2025-08-21,CUST-068,PROD-001,1,0.0
ORD-00333,2025-08-21,CUST-020,PROD-001,2,0.05
ORD-00334,2025-08-21,CUST-096,PROD-003,2,0.1
ORD-00335,2025-08-23,CUST-100,PROD-015,4,0.1
ORD-00336,2025-08-23,CUST-068,PROD-014,2,0.2
ORD-00337,2025-08-24,CUST-091,PROD-005,3,0.0
ORD-00338,2025-08-24,CUST-064,PROD-005,1,0.0
ORD-00339,2025-08-26,CUST-017,PROD-009,2,0.0
ORD-00340,2025-08-27,CUST-012,PROD-010,1,0.0
ORD-00341,2025-08-27,CUST-022,PROD-014,1,0.0
ORD-00342,2025-08-27,CUST-017,PROD-012,3,0.05
ORD-00343,2025-08-27,CUST-010,PROD-002,5,0.0
ORD-00344,2025-08-28,CUST-065,PROD-002,1,0.0
ORD-00345,2025-08-28,CUST-022,PROD-006,2,0.0
ORD-00346,2025-08-30,CUST-090,PROD-015,3,0.0
ORD-00347,2025-08-30,CUST-082,PROD-009,1,0.0
ORD-00348,2025-08-30,CUST-050,PROD-001,2,0.1
ORD-00349,2025-08-31,CUST-014,PROD-009,3,0.0
ORD-00350,2025-09-04,CUST-064,PROD-009,2,0.0
ORD-00351,2025-09-04,CUST-047,PROD-013,1,0.0
ORD-00352,2025-09-06,CUST-029,PROD-009,1,0.0
ORD-00353,2025-09-06,CUST-076,PROD-005,3,0.0
ORD-00354,2025-09-06,CUST-036,PROD-013,2,0.0
ORD-00355,2025-09-06,CUST-099,PROD-015,1,0.0
ORD-00356,2025-09-07,CUST-052,PROD-009,3,0.0
ORD-00357,2025-09-08,CUST-076,PROD-011,1,0.0
ORD-00358,2025-09-08,CUST-007,PROD-004,3,0.0
ORD-00359,2025-09-09,CUST-029,PROD-002,1,0.0
ORD-00360,2025-09-09,CUST-011,PROD-013,5,0.0
ORD-00361,2025-09-09,CUST-033,PROD-006,1,0.0
ORD-00362,2025-09-10,CUST-006,PROD-014,1,0.2
ORD-00363,2025-09-10,CUST-079,PROD-004,1,0.0
ORD-00364,2025-09-10,CUST-032,PROD-006,1,0.0
ORD-00365,2025-09-10,CUST-051,PROD-003,4,0.0
ORD-00366,2025-09-12,CUST-075,PROD-006,5,0.0
ORD-00367,2025-09-13,CUST-058,PROD-002,1,0.0
ORD-00368,2025-09-14,CUST-087,PROD-002,2,0.0
ORD-00369,2025-09-16,CUST-026,PROD-013,3,0.2
ORD-00370,2025-09-16,CUST-098,PROD-009,4,0.0
ORD-00371,2025-09-16,CUST-046,PROD-007,2,0.0
ORD-00372,2025-09-16,CUST-098,PROD-003,1,0.0
ORD-00373,2025-09-17,CUST-029,PROD-013,2,0.0
ORD-00374,2025-09-18,CUST-004,PROD-011,2,0.0
ORD-00375,2025-09-19,CUST-081,PROD-001,1,0.0
ORD-00376,2025-09-21,CUST-099,PROD-008,2,0.05
ORD-00377,2025-09-21,CUST-013,PROD-014,1,0.0
ORD-00378,2025-09-22,CUST-039,PROD-006,3,0.0
ORD-00379,2025-09-22,CUST-015,PROD-007,1,0.2
ORD-00380,2025-09-24,CUST-029,PROD-009,2,0.0
ORD-00381,2025-09-25,CUST-029,PROD-005,2,0.2
ORD-00382,2025-09-25,CUST-075,PROD-015,2,0.0
ORD-00383,2025-09-29,CUST-032,PROD-001,1,0.1
ORD-00384,2025-09-30,CUST-002,PROD-012,2,0.0
ORD-00385,2025-09-30,CUST-047,PROD-010,2,0.1
ORD-00386,2025-09-30,CUST-078,PROD-007,2,0.2
ORD-00387,2025-09-30,CUST-084,PROD-015,2,0.0
ORD-00388,2025-10-01,CUST-022,PROD-005,2,0.2
ORD-00389,2025-10-02,CUST-075,PROD-003,3,0.0
ORD-00390,2025-10-02,CUST-027,PROD-012,1,0.0
ORD-00391,2025-10-04,CUST-067,PROD-013,3,0.0
ORD-00392,2025-10-04,CUST-081,PROD-009,2,0.0
ORD-00393,2025-10-04,CUST-056,PROD-001,1,0.0
ORD-00394,2025-10-06,CUST-092,PROD-001,1,0.0
ORD-00395,2025-10-08,CUST-093,PROD-001,1,0.0
ORD-00396,2025-10-09,CUST-021,PROD-003,3,0.05
ORD-00397,2025-10-09,CUST-047,PROD-012,3,0.1
ORD-00398,2025-10-09,CUST-080,PROD-006,3,0.0
ORD-00399,2025-10-10,CUST-059,PROD-010,2,0.0
ORD-00400,2025-10-10,CUST-084,PROD-011,2,0.0
ORD-00401,2025-10-11,CUST-006,PROD-003,1,0.0
ORD-00402,2025-10-12,CUST-019,PROD-008,1,0.0
ORD-00403,2025-10-13,CUST-057,PROD-014,2,0.0
ORD-00404,2025-10-13,CUST-069,PROD-014,1,0.0
ORD-00405,2025-10-13,CUST-003,PROD-010,1,0.2
ORD-00406,2025-10-15,CUST-001,PROD-002,2,0.0
ORD-00407,2025-10-16,CUST-058,PROD-014,3,0.0
ORD-00408,2025-10-16,CUST-038,PROD-009,5,0.0
ORD-00409,2025-10-19,CUST-015,PROD-003,4,0.0
ORD-00410,2025-10-19,CUST-034,PROD-005,2,0.0
ORD-00411,2025-10-20,CUST-061,PROD-010,2,0.0
ORD-00412,2025-10-21,CUST-035,PROD-008,2,0.0
ORD-00413,2025-10-21,CUST-064,PROD-002,3,0.0
ORD-00414,2025-10-27,CUST-025,PROD-006,1,0.2
ORD-00415,2025-10-27,CUST-024,PROD-012,2,0.1
ORD-00416,2025-10-28,CUST-012,PROD-005,3,0.0
ORD-00417,2025-10-28,CUST-018,PROD-013,1,0.0
ORD-00418,2025-10-30,CUST-015,PROD-010,2,0.0
ORD-00419,2025-10-30,CUST-080,PROD-009,2,0.0
ORD-00420,2025-10-30,CUST-027,PROD-012,1,0.0
ORD-00421,2025-10-30,CUST-072,PROD-005,1,0.0
ORD-00422,2025-11-01,CUST-060,PROD-002,1,0.0
ORD-00423,2025-11-01,CUST-046,PROD-005,1,0.0
ORD-00424,2025-11-02,CUST-089,PROD-015,1,0.0
ORD-00425,2025-11-02,CUST-017,PROD-012,3,0.2
ORD-00426,2025-11-04,CUST-093,PROD-004,1,0.2
ORD-00427,2025-11-07,CUST-053,PROD-015,2,0.05
ORD-00428,2025-11-07,CUST-008,PROD-011,1,0.0
ORD-00429,2025-11-08,CUST-079,PROD-007,4,0.1
ORD-00430,2025-11-08,CUST-027,PROD-006,1,0.0
ORD-00431,2025-11-08,CUST-046,PROD-014,2,0.05
ORD-00432,2025-11-09,CUST-050,PROD-002,4,0.0
ORD-00433,2025-11-10,CUST-071,PROD-012,3,0.05
ORD-00434,2025-11-11,CUST-003,PROD-011,1,0.0
ORD-00435,2025-11-11,CUST-093,PROD-011,3,0.1
